CD_SETOR,V06001,V06002,V06003,V06004,V06005
314330220000005,"262,00","787,00","2,40","1.495,44","1.032.812,21"
314330220000006,"165,00","537,00","2,51","1.501,19","626.090,85"
314330220000007,"176,00","553,00","2,32","1.514,40","838.394,88"
314330220000008,"120,00","296,00","1,49","1.672,03","1.414.262,64"
314330220000009,"92,00","239,00","1,58","1.884,29","3.493.809,76"
314330220000010,"43,00","120,00","2,98","2.157,02","4.738.223,31"
314330222000001,"35,00","70,00","1,65","1.309,94","135.032,82"
314330222000002,"38,00","83,00","1,29","1.145,32","174.954,87"
314330225000001,"148,00","373,00","1,69","1.240,97","335.458,95"
314330225000002,"74,00","195,00","1,91","1.176,75","346.518,88"
314330225000003,"40,00","99,00","1,95","1.271,68","610.503,25"
314330225000005,"66,00","131,00","1,00","1.109,52","282.091,70"
314330225000007,"154,00","374,00","1,23","1.469,18","381.871,04"
314330225000008,"114,00","319,00","1,83","1.469,31","233.598,86"
314330225000009,"103,00","288,00","2,20","1.421,67","244.468,68"
314330225000010,"96,00","264,00","1,92","1.092,59","250.237,61"
314330225000011,"85,00","227,00","1,79","941,69","245.052,10"
314330230000001,"119,00","289,00","1,64","1.293,25","385.834,19"
314330230000002,"45,00","109,00","1,93","1.495,78","2.524.091,31"
314330230000004,"41,00","95,00","2,27","1.089,27","262.789,95"
314330230000006,"49,00","120,00","2,00","1.059,80","77.498,71"
314330230000007,"64,00","158,00","2,22","1.337,30","625.444,47"
314330230000008,"61,00","154,00","2,22","1.455,77","2.179.699,27"
314330230000009,"46,00","111,00","2,20","1.259,23","278.484,74"
314330230000010,"119,00","348,00","3,12","1.320,72","818.552,72"
314330235000001,"170,00","467,00","2,57","1.416,36","758.810,21"
314330235000002,"43,00","114,00","1,71","2.590,70","55.102.292,36"
314330235000003,"96,00","268,00","1,91","1.375,15","357.119,27"
314330240000001,"54,00","122,00","1,18","1.353,38","328.651,85"
314330240000002,"114,00","303,00","1,80","1.279,67","609.685,96"
314330240000003,"120,00","314,00","2,94","1.366,45","979.712,97"
314330240000004,"44,00","101,00","1,70","1.417,09","307.550,78"
314330240000006,"52,00","151,00","2,36","1.713,00","299.971,06"
314330240000007,"102,00","256,00","1,80","1.541,61","1.686.721,03"
